headline,date,description,url
"IDF Spokesperson: ""We are fighting on at least three fronts""","Oct 12, 2023",Christiane Amanpour talks to Israel Defence Forces spokesperson Jonathan Conricus about the new activity in Israel’s air space near Lebanon.,https://www.cnn.com/videos/world/2023/10/11/exp-israel-defence-forces-christiane-amanpour-jonathan-conricus-intv-fst-101101pseg1-cnni-world.cnn
"Lebanese on edge as fears grow for a wider war, says journalist in Beirut","Oct 12, 2023","Kim Ghattas, author of “Black Wave,” talks to Christiane Amanpour about the cycles of violence in the Middle East.",https://www.cnn.com/videos/tv/2023/10/11/aman-kim-ghattas-israel-hamas-iran-lebanon.cnn
Hear the world react to the Israeli Palestinian conflict,"Oct 11, 2023","Following the devastating surprise attack on Israeli civilians and soldiers by Hamas, and the subsequent bombardment of Gaza by Israel, protests have spread around the world. Hear what activists have to say about the war.",https://www.cnn.com/videos/world/2023/10/11/israeli-palestinian-war-gaza-world-reaction-cprog-orig-ll-nn.cnn
World leaders examine contingency plans if conflict in Israel escalates,"Oct 11, 2023","Associate Fellow for Middle Eastern Studies at the Royal United Services Institute, Michael Stephens joins Max Faster and Bianca Nobilo to discuss international response to the war in Israel.",https://www.cnn.com/videos/world/2023/10/11/exp-israel-hamas-michael-stephens-intv-101104aseg1-cnni.cnn
"Biden fiercely condemns 'pure, unadulterated evil' in Middle East","Oct 11, 2023",President Joe Biden reiterated US support for Israel in remarks addressing Hamas’ unprecedented attacks.,https://www.cnn.com/videos/world/2023/10/10/joe-biden-we-stand-with-israel-hamas-attacks-vpx.cnn
Russian state TV mocks U.S. and Israel after Hamas attack,"Oct 11, 2023","Russian President Vladimir Putin made some of his first comments on the conflict unfolding in Israel, framing it as a failure of U.S. policy in the Middle East. CNN’s Fred Pleitgen reports.",https://www.cnn.com/videos/world/2023/10/11/exp-israel-hamas-attack-russia-response-pleitgen-pkg-101102aseg2-cnni-world.cnn
China wants to be a peace broker in the Middle East. How has it responded to the Israel-Gaza war?,"Oct 11, 2023","When Palestinian President Mahmoud Abbas visited Beijing in June, China vowed to contribute “Chinese wisdom, Chinese strength” to resolve the long-standing conflict between the Palestinians and Israel.",https://www.cnn.com/2023/10/11/china/china-response-israel-hamas-war-intl-hnk/index.html
Israeli strikes pound targets in Gaza,"Oct 11, 2023",CNN’s Salma Abdelaziz reports on civilians caught in the crosshairs of war between Israel and Hamas.,https://www.cnn.com/videos/world/2023/10/11/exp-gaza-civilians-abdelaziz-pkg-101112aseg2-world.cnn
Foreign nationals among the dead in Israel,"Oct 11, 2023",CNN’s Patrick Oppmann reports on the Latin Americans killed in Hamas’ deadly rampage.,https://www.cnn.com/videos/world/2023/10/11/exp-latin-america-israel-oppmann-looklive-101101aseg2-world.cnn
Israel unleashes devastating response in Gaza,"Oct 11, 2023",CNN’s Matthew Chance wraps the latest developments in Israel’s war against Hamas.,https://www.cnn.com/videos/world/2023/10/11/exp-gaza-strikes-chance-pkg-101101aseg1-world.cnn
Video from 2009 shows aftermath of historic Israeli incursion,"Oct 11, 2023","In a report from 2009, CNN’s Ben Wedeman witnesses the aftermath of an Israeli ground incursion of Gaza.",https://www.cnn.com/videos/world/2023/10/10/2009-israel-incursion-gaza-wedeman-pkg-archive-intl-ldn-vpx.cnn
Drone video shows Israel pounding Gaza,"Oct 10, 2023","Newly released drone footage showed the Israel Defense Forces pounding Gaza with airstrikes, hitting over 200 targets in one night. Israel’s Prime Minister Benjamin Netanyahu said it is “just the beginning.”",https://www.cnn.com/videos/world/2023/10/10/drone-video-israel-airstrikes-gaza-hamas-es-intl-ldn-vpx.cnn
Palestinians in Gaza caught in the crosshairs of war between Israel and Hamas,"Oct 10, 2023","Israel’s Defense Minister orders a “complete siege” of Gaza, cutting off all utilities and aid. CNN’s Ben Wedeman has more on what Palestinians there are enduring.",https://www.cnn.com/videos/world/2023/10/10/exp-gaza-urban-warfare-ben-wedeman-100912aseg2-cnni-world.cnn
The history of Gaza in 2 minutes,"Oct 10, 2023",Find out why this small strip of land has been through so many conflicts and political upheavals since the end of World War II.,https://www.cnn.com/videos/world/2023/10/07/history-of-gaza-conflict-sje-lon-orig-2.cnn
Biden’s Gulf allies want an ‘ironclad’ security pact with the US. Here’s what it might look like,"Oct 10, 2023",Two of the United States’ closest Arab allies are asking the Biden administration to formalize their military relationship with a wide-ranging agreement as Washington becomes uneasy about China’s growing role in the Middle East.,https://www.cnn.com/2023/10/02/middleeast/gulf-arab-states-us-security-pact-mime-intl/index.html
Hamas and Iran are longtime allies. Did Tehran help with its attack on Israel?,"Oct 10, 2023",The shock Hamas incursion into Israel was of a scale and sophistication that was previously considered unthinkable. Was Iran involved?,https://www.cnn.com/2023/10/09/middleeast/hamas-iran-israel-attack-analysis-intl/index.html
"'No shelters, no bunkers and no safe zones' in Gaza, says humanitarian worker","Oct 10, 2023",Christiane Amanpour speaks to Oxfam’s Omar Ghraieb from Gaza about how civilians are being affected by Israeli airstrikes.,https://www.cnn.com/videos/tv/2023/10/09/amanpour-gaza-israel-omar-ghraieb.cnn
U.S. is sending a carrier strike group to Eastern Mediterranean Sea,"Oct 10, 2023","Former U.S. Secretary of Defense, Mark Esper, joins CNN to discuss the U.S. pledging assistance to Israel",https://www.cnn.com/videos/world/2023/10/09/exp-israel-war-gaza-biden-pentagon-military-aid-fst-100912pseg2-cnni-world.cnn
'Absolutely predictable': Analyst on why Hamas attacked Israel,"Oct 10, 2023",Palestinian-American Middle East Analyst Omar Baddar discusses what triggered the attacks on Israel and why he think it was predictable.,https://www.cnn.com/videos/world/2023/10/09/palestinian-analyst-israel-conflict-cause-predictable-violence-intl-vpx.cnn
How the Hamas hostage situation complicates a possible Israeli ground incursion in Gaza,"Oct 9, 2023",Middle East correspondent for The Economist Gregg Carlstrom discusses the difficulty in planning a ground incursion into densely populated Gaza.,https://www.cnn.com/videos/world/2023/10/09/exp-gaza-ground-attack-foster-carlstrom-10093aseg1-cnni-world.cnn
Retired colonel breaks down 'key indicators' for ground incursion in Gaza,"Oct 9, 2023","Israeli Minister of Defense Yoav Gallant says he has given an order for Gaza’s “complete siege.” No electricity, food, fuel or water will be delivered to the enclave, which is surrounded by Israel and Egypt. CNN military analyst and retired Col. ...",https://www.cnn.com/videos/world/2023/10/09/ground-incursion-israel-gaza-indicators-leighton-cnntm-vpx.cnn
Video shows Israel's 'Iron Dome' missiles intercepting incoming rockets near Gaza,"Oct 9, 2023","CNN’s Nic Robertson reports from Zikim, Israel, as missiles from Israel’s Iron Dome defense system intercept rockets fired from Gaza just miles away.",https://www.cnn.com/videos/world/2023/10/08/iron-dome-missiles-israel-gaza-rockets-roberston-vpx-ebof.cnn
Video shows guns fired in the middle of a highway in Israel,"Oct 9, 2023",CNN’s Dana Bash shows new social media video of a firefight in the middle of a highway in Israel.,https://www.cnn.com/videos/world/2023/10/08/israel-ground-fighting-hamas-highway-ip-vpx.cnn
World reacts to Hamas attacks on Israel,"Oct 8, 2023",CNN’s Salma Abdelaziz reports on international reaction to the Hamas attacks.,https://www.cnn.com/videos/world/2023/10/07/exp-israel-gaza-international-reaction-abdelaziz-100723-cnni-world.cnn
Palestinian official gives view on what's threatening the West Bank,"Oct 8, 2023","In an interview with CNN’s Christiane Amanpour, Palestinian National Initiative leader Mustafa Barghouti explains why he believes Hamas is not a threat to the West Bank and why this attack on Israel is happening.",https://www.cnn.com/videos/world/2023/10/07/mustafa-barghouti-palestinian-national-initiative-hamas-attack-israel.cnn
Concerns for civilians in wake of Hamas attacks on Israel,"Oct 8, 2023","Israel says civilians were captured by Hamas, and it is believed they may be used as hostages in Gaza.  Laila Harrak speaks to Liz Throssell, Spokesperson with the Office of the U.N. High Commissioner for Human Rights about the humanitarian situation.",https://www.cnn.com/videos/world/2023/10/08/exp-humanitarian-crisis-israel-hamas-liz-throssell-intv-100803aseg2-cnni-world.cnn
See how the deadly surprise attack on Israel unfolded,"Oct 8, 2023",Palestinian militant group Hamas launched a large-scale surprise attack on Israel from Gaza leaving hundreds dead. Here’s how the events unfolded.,https://www.cnn.com/videos/world/2023/10/07/explainer-israel-hamas-gaza-attack-orig.cnn
Opinion: Did Hamas attacks have a hidden target?,"Oct 8, 2023","The surprise weekend attack by Hamas, involving thousands of missiles fired from Gaza and on-the-ground fighting inside Israel, has the potential to upend an emerging diplomatic deal that could reshape the region, writes Peter Bergen.",https://www.cnn.com/2023/10/07/opinions/hamas-attacks-israel-palestine-diplomacy-bergen/index.html
"Turkish airstrikes kill at least 11 in northern Syria, Kurdish security forces say","Oct 6, 2023","Turkish airstrikes killed at least 11 people in multiple Kurdish-controlled locations in northeastern Syria, the Kurdish Internal Security Force said Thursday, the latest response from Ankara’s forces following a bomb attack in Turkey’s capital claimed ...",https://www.cnn.com/2023/10/05/middleeast/turkey-airstrikes-kurdish-syria-intl/index.html
"As Azerbaijan claims final victory in Nagorno Karabakh, arms trade with Israel comes under scrutiny","Oct 4, 2023","On September 19, the day Azerbaijan began its offensive in the majority Armenian region of Nagorno-Karabakh, Marut Vanyan heard an ominous noise in the sky over his hometown.",https://www.cnn.com/2023/10/04/middleeast/azerbaijan-israel-weapons-mime-intl/index.html
Syria’s drug problem casts shadow over Assad’s rehabilitation,"Sep 29, 2023","Almost five months since Arab states extended an olive branch to Syrian President Bashar al-Assad, there are signs that some key architects of the initiative may be growing skeptical about his commitment to the agreement.",https://www.cnn.com/2023/09/29/middleeast/syria-captagon-drug-assad-rehabilitation-mime-intl/index.html
Azerbaijan victory in Nagorno-Karabakh triggers exodus,"Sep 26, 2023",Thousands are fleeing the majority-Armenian enclave after last week’s offensive by Azerbaijan’s military. CNN’s Laila Harrak discusses with a reporter who has seen the situation at the border firsthand.,https://www.cnn.com/videos/world/2023/09/26/exp-armenia-nagorno-karabakh-gavin-intvw-092612aseg1-world.cnn
Netanyahu says Israel nears normalization deal with Saudi Arabia but refuses to outline concessions to Palestinians,"Sep 23, 2023","Israeli Prime Minister Benjamin Netanyahu said it is “likely” Israel will reach a normalization agreement with Saudi Arabia, in what would mark a seismic foreign policy shift for both countries as they edge closer to reaching a deal mediated by ...",https://www.cnn.com/2023/09/22/middleeast/israel-benjamin-netanyahu-cnn-interview-intl/index.html
Animal sacrifices and astral tombs: The mysteries still emerging from the Saudi deserts,"Sep 23, 2023",An archaeological conference in Saudi Arabia’s AlUla discusses the newly opened kingdom’s bold heritage tourism plans and lifts the lid on new discoveries still baffling experts.,https://www.cnn.com/travel/saudi-arabia-alula-archaeology-scn/index.html
"Netanyahu: Saudi-Israel deal would ""change the Middle East forever""","Sep 23, 2023",Israel’s Prime Minister Benjamin Netanyahu speaks with CNN’s Kaitlan Collins about a possible deal with Saudi Arabia.,https://www.cnn.com/videos/world/2023/09/23/netanyahu-saudi-arabia-israel-deal-sot-src-vpx.cnn
Qatari Prime Minister describes private talks with Taliban leaders,"Sep 23, 2023","In an exclusive interview, Christiane Amanpour questions Qatar’s Prime Minister Mohammed bin Abdulrahman bin Jassim Al Thani on Syria, Afghanistan and LGBTQ rights.",https://www.cnn.com/videos/tv/2023/09/23/amanpour-qatar-prime-minister-syria-afghanistan-lgbtq.cnn
